
3.63989e-07	1.12057e-07	-2.69028e-07	-9.13628e-08	-3.05853e-07	-1.01269e-07	2.55033e-08	5.63005e-09	3.98527e-08	1.30072e-07	3.48758e-13
-2.3869e-09	-8.1055e-10	-3.49469e-09	1.4266e-09	-1.19451e-11	2.12494e-09	-1.4555e-09	1.33108e-09	-2.02789e-09	1.0286e-09	3.41785e-17
-5.3688e-07	-3.00512e-06	6.92223e-06	-3.27655e-06	3.16519e-06	1.29607e-07	3.0416e-06	6.84766e-06	-5.71341e-06	4.24385e-06	1.84802e-10
1.21088e-07	4.89837e-08	-2.40451e-08	-4.38776e-07	-2.82314e-07	-1.36596e-07	2.02954e-07	-2.12488e-07	-9.96905e-08	1.11718e-07	4.17285e-13
-1.83145e-06	1.12525e-06	4.34307e-06	8.69826e-06	5.7447e-06	-1.46219e-05	-5.53332e-06	4.57699e-07	-6.38137e-07	-3.14147e-06	3.87047e-10
-2.44122e-09	9.66679e-08	6.2605e-08	-7.41102e-08	-7.25191e-08	-5.43123e-08	9.52018e-08	-1.37294e-08	5.5981e-08	-1.22138e-08	3.95061e-14
7.8571e-08	-7.89805e-08	2.01894e-08	-3.10652e-08	-2.3157e-08	-1.30452e-07	-2.14404e-08	2.26245e-08	-3.74126e-08	-1.71245e-07	6.3034e-14
1.47666e-06	-1.20132e-06	-2.14653e-07	1.22791e-06	8.68944e-07	-6.01835e-07	6.82414e-08	1.14751e-07	1.30113e-06	7.49451e-09	8.00562e-12
1.26844e-06	2.1778e-08	1.31383e-07	-7.07373e-08	-5.04872e-07	-9.76566e-08	-2.00601e-07	1.26389e-07	3.16886e-07	-3.93329e-07	2.20746e-12
1.9625e-06	2.30655e-06	-1.72055e-06	-1.53158e-06	3.61632e-07	-1.63028e-06	-2.19834e-06	-2.58517e-06	-3.22536e-07	9.84758e-07	2.98558e-11
-7.2329e-08	-9.62744e-08	-2.7006e-08	-1.67988e-08	1.08163e-08	-6.6852e-08	-5.23288e-08	-1.46297e-07	1.43795e-08	9.40187e-08	5.32853e-14
5.42233e-09	2.07387e-07	-2.93595e-07	8.38051e-08	1.09901e-07	-9.12813e-08	-1.89408e-07	-1.02023e-07	-5.40712e-08	1.67803e-07	2.34036e-13
2.18457e-08	-1.43471e-08	2.13229e-07	1.47979e-08	-5.94248e-08	-9.51931e-09	1.20084e-07	-6.74766e-08	-9.709e-08	3.11166e-08	7.93583e-14
-6.39405e-10	2.91712e-09	1.98597e-08	-1.53447e-08	2.24588e-08	1.77562e-08	2.60758e-09	3.76185e-10	4.78598e-09	1.6734e-08	1.76835e-15
2.90827e-05	-2.67477e-06	6.88553e-06	5.66574e-06	-5.36112e-06	-5.87843e-06	1.0683e-05	2.74364e-06	-1.3809e-05	4.39343e-06	1.32741e-09
2.15053e-08	6.60949e-09	-1.77651e-08	3.80295e-09	-1.78472e-08	1.36042e-08	-3.3621e-08	-1.50103e-08	5.21334e-09	3.34289e-09	2.73386e-15
8.82427e-06	-1.49508e-06	-2.691e-06	-8.18682e-06	1.51235e-06	3.65178e-06	3.33351e-06	-3.7689e-06	1.54859e-06	-5.63329e-06	2.2944e-10
-2.3832e-06	2.70005e-07	-5.57636e-07	1.71002e-07	4.98699e-07	3.92929e-07	-3.53126e-07	1.73918e-06	1.46175e-07	-1.21959e-06	1.1154e-11
5.09777e-07	-6.73335e-07	-1.247e-07	2.92222e-08	2.82891e-07	3.93359e-07	2.10029e-07	3.52981e-07	3.58626e-08	1.38923e-07	1.15371e-12
3.52259e-09	1.91208e-09	2.46595e-09	-4.99527e-09	-1.23413e-08	1.86363e-10	-9.66933e-10	4.61157e-09	-1.51971e-09	3.47165e-09	2.36003e-16
-1.3792e-07	-3.5755e-08	6.08025e-07	-1.11313e-07	4.62446e-08	7.18126e-08	-7.17271e-07	1.53486e-07	-4.5607e-07	-4.13767e-07	1.32692e-12
4.40987e-08	-3.53058e-08	2.12869e-08	-1.59394e-08	2.29123e-08	-2.05333e-08	-6.91178e-09	1.40988e-09	-7.6814e-09	1.73896e-08	5.25614e-15
-1.80993e-07	3.53958e-07	-1.94113e-07	5.1026e-07	1.87454e-07	-1.01849e-07	1.21208e-07	-9.74603e-09	5.86443e-08	-1.63785e-07	5.46653e-13
